codigo,descripcion,id_grupo_cie10,tipo,eliminado
W53.1,"MORDEDURA DE RATA, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
V94.9,"OTROS ACCIDENTES DE TRANSPORTE POR AGUA, Y LOS NO ESPECIFICADOS, VEHÍCULO ACUÁTICO NO ESPECIFICADO",20,MORBILIDAD,0
V95,"ACCIDENTE DE AERONAVE DE MOTOR, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V95.0,ACCIDENTE DE HELICÓPTERO CON OCUPANTE LESIONADO,20,MORBILIDAD,0
V95.1,"ACCIDENTE DE PLANEADOR ULTRA LIVIANO, MICRO LIVIANO O MOTORIZADO, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V95.2,"ACCIDENTE DE OTROS VEHÍCULOS AÉREOS DE ALAS FIJAS, PRIVADOS, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V95.3,"ACCIDENTE DE VEHÍCULO AÉREO DE ALAS FIJAS, COMERCIAL, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V95.4,"ACCIDENTE DE NAVE ESPACIAL, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V95.8,"ACCIDENTE DE OTRAS AERONAVES, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V95.9,"ACCIDENTE DE AERONAVE NO ESPECIFICADA, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V96,"ACCIDENTE DE AERONAVE SIN MOTOR, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V96.0,"ACCIDENTE DE GLOBO AEROSTÁTICO, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V96.1,"ACCIDENTE DE ALA DELTA, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V96.2,"ACCIDENTE DE PLANEADOR (SIN MOTOR), CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V96.8,"ACCIDENTE DE OTRAS AERONAVES SIN MOTOR, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V96.9,"ACCIDENTE DE AERONAVE SIN MOTOR NO ESPECIFICADA, CON OCUPANTE LESIONADO",20,MORBILIDAD,0
V97,OTROS ACCIDENTES DE TRANSPORTE AÉREO ESPECIFICADOS,20,MORBILIDAD,0
V97.0,OCUPANTE DE AERONAVE LESIONADO EN OTROS ACCIDENTES ESPECIFICADOS DE TRANSPORTE AÉREO,20,MORBILIDAD,0
V97.1,PERSONA LESIONADA AL SUBIR O BAJAR DE UNA AERONAVE,20,MORBILIDAD,0
V97.2,PARACAIDISTA LESIONADO EN ACCIDENTE DE TRANSPORTE AÉREO,20,MORBILIDAD,0
V97.3,PERSONA EN TIERRA LESIONADA POR ACCIDENTE DE TRANSPORTE AÉREO,20,MORBILIDAD,0
V97.8,"OTROS ACCIDENTES DE TRANSPORTE AÉREO, NO CLASIFICADOS EN OTRA PARTE",20,MORBILIDAD,0
V98,OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS,20,MORBILIDAD,0
V99,ACCIDENTE DE TRANSPORTE NO ESPECIFICADO,20,MORBILIDAD,0
W00,CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE,20,MORBILIDAD,0
W00.0,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN VIVIENDA",20,MORBILIDAD,0
W00.1,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W00.2,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W00.3,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W00.4,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W00.5,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W00.6,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W00.7,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN GRANJA",20,MORBILIDAD,0
W00.8,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W00.9,"CAÍDA EN EL MISMO NIVEL POR HIELO O NIEVE, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W01,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ",20,MORBILIDAD,0
W01.0,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN VIVIENDA",20,MORBILIDAD,0
W01.1,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W01.2,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W01.3,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W01.4,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W01.5,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W01.6,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W01.7,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN GRANJA",20,MORBILIDAD,0
W01.8,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W01.9,"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W02,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA",20,MORBILIDAD,0
W02.0,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN VIVIENDA",20,MORBILIDAD,0
W02.1,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W02.2,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W02.3,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W02.4,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W02.5,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W02.6,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W02.7,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN GRANJA",20,MORBILIDAD,0
W02.8,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W02.9,"CAÍDA POR PATINES PARA HIELO, ESQUÍS, PATINES DE RUEDAS O PATINETA, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W03,OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA,20,MORBILIDAD,0
W03.0,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN VIVIENDA",20,MORBILIDAD,0
W03.1,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W03.2,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W03.3,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W03.4,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W03.5,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W03.6,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W03.7,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN GRANJA",20,MORBILIDAD,0
W03.8,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W03.9,"OTRAS CAÍDAS EN EL MISMO NIVEL POR COLISIÓN CON O POR EMPUJÓN DE OTRA PERSONA, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W04,CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS,20,MORBILIDAD,0
W04.0,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN VIVIENDA",20,MORBILIDAD,0
W04.1,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W04.2,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W04.3,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W04.4,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W04.5,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W04.6,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W04.7,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN GRANJA",20,MORBILIDAD,0
W04.8,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W04.9,"CAÍDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W05,CAÍDA QUE IMPLICA SILLA DE RUEDAS,20,MORBILIDAD,0
W05.0,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN VIVIENDA",20,MORBILIDAD,0
W05.1,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W05.2,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W05.3,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W05.4,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W05.5,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W05.6,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W05.7,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN GRANJA",20,MORBILIDAD,0
W05.8,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W05.9,"CAÍDA QUE IMPLICA SILLA DE RUEDAS, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W06,CAÍDA QUE IMPLICA CAMA,20,MORBILIDAD,0
W06.0,"CAÍDA QUE IMPLICA CAMA, EN VIVIENDA",20,MORBILIDAD,0
W06.1,"CAÍDA QUE IMPLICA CAMA, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W06.2,"CAÍDA QUE IMPLICA CAMA, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W06.3,"CAÍDA QUE IMPLICA CAMA, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W06.4,"CAÍDA QUE IMPLICA CAMA, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W06.5,"CAÍDA QUE IMPLICA CAMA, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W06.6,"CAÍDA QUE IMPLICA CAMA, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W06.7,"CAÍDA QUE IMPLICA CAMA, EN GRANJA",20,MORBILIDAD,0
W06.8,"CAÍDA QUE IMPLICA CAMA, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W06.9,"CAÍDA QUE IMPLICA CAMA, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W07,CAÍDA QUE IMPLICA SILLA,20,MORBILIDAD,0
W07.0,"CAÍDA QUE IMPLICA SILLA, EN VIVIENDA",20,MORBILIDAD,0
W07.1,"CAÍDA QUE IMPLICA SILLA, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W07.2,"CAÍDA QUE IMPLICA SILLA, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W07.3,"CAÍDA QUE IMPLICA SILLA, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W07.4,"CAÍDA QUE IMPLICA SILLA, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W07.5,"CAÍDA QUE IMPLICA SILLA, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W07.6,"CAÍDA QUE IMPLICA SILLA, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W07.7,"CAÍDA QUE IMPLICA SILLA, EN GRANJA",20,MORBILIDAD,0
W07.8,"CAÍDA QUE IMPLICA SILLA, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W07.9,"CAÍDA QUE IMPLICA SILLA, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W08,CAÍDA QUE IMPLICA OTRO MUEBLE,20,MORBILIDAD,0
W08.0,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN VIVIENDA",20,MORBILIDAD,0
W08.1,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W08.2,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W08.3,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W08.4,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W08.5,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W08.6,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W08.7,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN GRANJA",20,MORBILIDAD,0
W08.8,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W08.9,"CAÍDA QUE IMPLICA OTRO MUEBLE, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W09,CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES,20,MORBILIDAD,0
W09.0,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN VIVIENDA",20,MORBILIDAD,0
W09.1,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W09.2,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W09.3,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W09.4,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W09.5,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W09.6,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W09.7,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN GRANJA",20,MORBILIDAD,0
W09.8,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W09.9,"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W10,CAÍDA EN O DESDE ESCALERA Y ESCALONES,20,MORBILIDAD,0
W10.0,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN VIVIENDA",20,MORBILIDAD,0
W10.1,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W10.2,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W10.3,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W10.4,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W10.5,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W10.6,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W10.7,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN GRANJA",20,MORBILIDAD,0
W10.8,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W10.9,"CAÍDA EN O DESDE ESCALERA Y ESCALONES, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W11,CAÍDA EN O DESDE ESCALERAS MANUALES,20,MORBILIDAD,0
W11.0,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN VIVIENDA",20,MORBILIDAD,0
W11.1,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W11.2,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W11.3,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W11.4,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W11.5,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W11.6,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W11.7,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN GRANJA",20,MORBILIDAD,0
W11.8,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W11.9,"CAÍDA EN O DESDE ESCALERAS MANUALES, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W12,CAÍDA EN O DESDE ANDAMIO,20,MORBILIDAD,0
W12.0,"CAÍDA EN O DESDE ANDAMIO, EN VIVIENDA",20,MORBILIDAD,0
W12.1,"CAÍDA EN O DESDE ANDAMIO, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W12.2,"CAÍDA EN O DESDE ANDAMIO, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W12.3,"CAÍDA EN O DESDE ANDAMIO, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W12.4,"CAÍDA EN O DESDE ANDAMIO, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W12.5,"CAÍDA EN O DESDE ANDAMIO, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W12.6,"CAÍDA EN O DESDE ANDAMIO, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W12.7,"CAÍDA EN O DESDE ANDAMIO, EN GRANJA",20,MORBILIDAD,0
W12.8,"CAÍDA EN O DESDE ANDAMIO, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W12.9,"CAÍDA EN O DESDE ANDAMIO, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W13,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN",20,MORBILIDAD,0
W13.0,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN VIVIENDA",20,MORBILIDAD,0
W13.1,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W13.2,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W13.3,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W13.4,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W13.5,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W13.6,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W13.7,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN GRANJA",20,MORBILIDAD,0
W13.8,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W13.9,"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W14,CAÍDA DESDE UN ÁRBOL,20,MORBILIDAD,0
W14.1,"CAÍDA DESDE UN ÁRBOL, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W14.2,"CAÍDA DESDE UN ÁRBOL, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
W14.3,"CAÍDA DESDE UN ÁRBOL, EN ÁREAS DE DEPORTE Y ATLETISMO",20,MORBILIDAD,0
W14.4,"CAÍDA DESDE UN ÁRBOL, EN CALLES Y CARRETERAS",20,MORBILIDAD,0
W14.5,"CAÍDA DESDE UN ÁRBOL, EN COMERCIO Y ÁREA DE SERVICIOS",20,MORBILIDAD,0
W14.6,"CAÍDA DESDE UN ÁRBOL, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",20,MORBILIDAD,0
W14.7,"CAÍDA DESDE UN ÁRBOL, EN GRANJA",20,MORBILIDAD,0
W14.8,"CAÍDA DESDE UN ÁRBOL, EN OTRO LUGAR ESPECIFICADO",20,MORBILIDAD,0
W14.9,"CAÍDA DESDE UN ÁRBOL, EN LUGAR NO ESPECIFICADO",20,MORBILIDAD,0
W15,CAÍDA DESDE PEÑASCO,20,MORBILIDAD,0
W15.0,"CAÍDA DESDE PEÑASCO, EN VIVIENDA",20,MORBILIDAD,0
W15.1,"CAÍDA DESDE PEÑASCO, EN INSTITUCIÓN RESIDENCIAL",20,MORBILIDAD,0
W15.2,"CAÍDA DESDE PEÑASCO, EN ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",20,MORBILIDAD,0
